<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 4.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 5.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 6.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 25.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 50.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 100.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 200.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 300.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 500.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 750.
<string>Alcance o ranque mestre 999.
<string>Alcance o ranque mestre 999.
<string>Alcance o ranque mestre 999.
<string>Conclua 50 missões no Forte.
<string>Conclua 50 missões na Selva.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua sua 1ª Missão de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 25 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 50 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 100 Missões de Anomalia.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 25 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Conclua 50 Buscas de Suporte.
<string>Concluiu 5 Missões de Seguidor<lf>com a Dama Fiorayne.
<string>Concluiu 15 Missões de Seguidor<lf>com a Dama Fiorayne.
<string>Concluiu 5 Missões de Seguidor<lf>com o Almirante Galleus.
<string>Concluiu 15 Missões de Seguidor<lf>com o Almirante Galleus.
<string>Concluiu 5 Missões de Seguidor<lf>com a Dama Luchika.
<string>Concluiu 15 Missões de Seguidor<lf>com a Dama Luchika.
<string>Concluiu 5 Missões de Seguidor<lf>com o Mestre Arlow.
<string>Concluiu 15 Missões de Seguidor<lf>com o Mestre Arlow.
<string>Concluiu 5 Missões de Seguidor<lf>com Sir Jae.
<string>Concluiu 15 Missões de Seguidor<lf>com Sir Jae.
<string>Concluiu 5 Missões de Seguidor<lf>com o Ancião Fugen.
<string>Concluiu 15 Missões de Seguidor<lf>com o Ancião Fugen.
<string>Concluiu 5 Missões de Seguidor<lf>com Hinoa, a recrutadora.
<string>Concluiu 15 Missões de Seguidor<lf>com Hinoa, a recrutadora.
<string>Concluiu 5 Missões de Seguidor<lf>com Minoto, a dama da AdE.
<string>Concluiu 15 Missões de Seguidor<lf>com Minoto, a dama da AdE.
<string>Concluiu 5 Missões de Seguidor<lf>com o Mestre Utsushi.
<string>Concluiu 15 Missões de Seguidor<lf>com o Mestre Utsushi.
<string>Concluiu 5 Missões de Seguidor<lf>com a Dama Rondine.
<string>Concluiu 15 Missões de Seguidor<lf>com a Dama Rondine.
<string>Conclua quase todas as<lf>Missões de Arena.
<string>Conclua quase todas as<lf>Missões de Arena.
<string>Conclua quase todas as<lf>Missões de Arena.
<string>Conclua quase todas as<lf>Missões de Arena.
<string>Conclua quase todas as<lf>Missões de Arena.
<string>Cace 10 Rathians Douradas.
<string>Cace 15 Rathians Douradas.
<string>Cace 20 Rathians Douradas.
<string>Cace 30 Rathians Douradas.
<string>Cace 10 Rathalos Prateados.
<string>Cace 15 Rathalos Prateados.
<string>Cace 20 Rathalos Prateados.
<string>Cace 30 Rathalos Prateados.
<string>Cace 20 Hermitauros Daimyo.
<string>Cace 30 Hermitauros Daimyo.
<string>Cace 40 Hermitauros Daimyo.
<string>Cace 50 Hermitauros Daimyo.
<string>Cace 20 Ceanatauros Xogum.
<string>Cace 30 Ceanatauros Xogum.
<string>Cace 40 Ceanatauros Xogum.
<string>Cace 50 Ceanatauros Xogum.
<string>Cace 10 Rajangs Furiosos.
<string>Cace 15 Rajangs Furiosos.
<string>Cace 20 Rajangs Furiosos.
<string>Cace 30 Rajangs Furiosos.
<string>Cace 10 Nargacugas Luzentes.
<string>Cace 15 Nargacugas Luzentes.
<string>Cace 20 Nargacugas Luzentes.
<string>Cace 30 Nargacugas Luzentes.
<string>Cace 20 Gore Magalas.
<string>Cace 30 Gore Magalas.
<string>Cace 40 Gore Magalas.
<string>Cace 50 Gore Magalas.
