guid,crc?,<PrgDispCategory>,<PrgDispTiming>,<HunterRank>,<PrgDispHRCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispIconL>,<PrgDispIconS>,<QuestNumber>,<QuestNumber>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
3834b3ab-28a9-483b-8b08-dde7f36d931d,1993871839,MR,"""""",,,EV_PRO_MR_001_04_01,←がON,EV_PRO_MR_001_04_98,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr1_04_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
1d83bea7-5398-4dfe-9aca-c5f0ec82b57d,2824928048,MR,"""""",,,EV_PRO_MR_001_04_02,←がON,EV_PRO_MR_001_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,,prg_disp_mr1_04_02,"<FONT 13>Ｍ</FONT>★１のセレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","<FONT 13>M</FONT>1★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés <FONT 13>M</FONT>1★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave <FONT 13>M</FONT>1★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der <FONT 13>M</FONT>1★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave <FONT 13>M</FONT>1★
Misiones restantes: <COL YEL>{0}</COL>","<FONT 13>M</FONT> Выполн. ключ. заданий 1★:
осталось <COL YEL>{0}</COL> ","Ukończone <FONT 13>M</FONT>1★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL>",,,"Conclusão de Missão-chave <FONT 13>M</FONT>1★:
<COL YEL>{0} missão(ões)</COL> restando","<FONT 13>Ｍ</FONT>★1 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成<FONT 13>Ｍ</FONT>★1精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成<FONT 13>大师</FONT>★1精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <FONT 13>M</FONT>‏1★:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
7ec02f5c-a762-4ce9-8122-ef6bf56ca29a,3630269412,MR,"""""",,,EV_PRO_MR_001_04_99,←がON,EV_PRO_MR_001_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",ガレアス_モデル,赤フキダシ,,,prg_disp_mr1_04_03,<COL YEL>提督ガレアス</COL>と話す,Talk to <COL YEL>Admiral Galleus</COL>,Parler à <COL YEL>Amiral Galleus</COL>,Parla con <COL YEL>Ammiraglio Galleus</COL>,Sprich mit <COL YEL>Galleus</COL>.,Habla con <COL YEL>Almirante Galleus</COL>,"Поговорить с <COL YEL>Адмиралом 
Галлеусом</COL>","Porozmawiaj z <COL YEL>Admirałem
Galleusem</COL>",,,Fale com <COL YEL>Almirante Galleus</COL>,<COL YEL>제독 갈레아스</COL>와 대화,與<COL YEL>加雷亞斯提督</COL>交談,与<COL YEL>提督加雷亚斯</COL>对话,,,,,,,,تحدث إلى <COL YEL>الأدميرال جاليوس</COL>,,,,,,,,,,,
51513a5d-68e0-4206-91da-8d12076d4687,2558003560,MR,"""""",,,EV_PRO_MR_001_99_01,←がON,EV_PRO_MR_001_99_02,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr1_99_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
eec3a268-4d6c-49d3-a3c8-59cd317a4649,4056999684,MR,"""""",,,EV_PRO_MR_001_99_02,←がON,EV_PRO_MR_002_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN405200,,prg_disp_mr1_99_02,"<COL YEL><FONT 13>Ｍ</FONT>★１⇒２緊急クエストをクリア</COL>
{0}","<COL YEL><FONT 13>M</FONT>1→2★ Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente <FONT 13>M</FONT>1→2★</COL>
{0}","<COL YEL>Missione urgente <FONT 13>M</FONT>1→2★:</COL>
{0}","<COL YEL><FONT 13>M</FONT>1→2★ Dringende Quest:</COL>
{0}","<COL YEL>Misión urgente <FONT 13>M</FONT>1→2★:</COL>
{0}","<COL YEL><FONT 13>M</FONT> Сроч. задание 1⇒2★:</COL>
{0}","<COL YEL>Pilne <FONT 13>M</FONT>1⇒2★ zadanie:</COL>
{0}",,,"<COL YEL><FONT 13>M</FONT> Missão Urgente 1★→2★:</COL>
{0}","<COL YEL><FONT 13>Ｍ</FONT>★1⇒2 긴급 퀘스트를 클리어</COL>
{0}","<COL YEL>完成<FONT 13>Ｍ</FONT>★1⇒2的緊急任務</COL>
{0}","<COL YEL>完成<FONT 13>大师</FONT>★1⇒2紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة عاجلة <FONT 13>M</FONT>‏1⇐2★</COL>
{0}",,,,,,,,,,,
07817f22-16bc-4dae-9249-dd69e01545cd,2134269612,MR,"""""",,,EV_PRO_MR_002_01_01,←がON,EV_PRO_MR_002_01_02,←がOFF,"""""","""""","""""","""""","""""","""""",フィオレーネ_モデル,赤フキダシ,,,prg_disp_mr2_01_02,<COL YEL>王国騎士フィオレーネ</COL>と話す,Talk to <COL YEL>Dame Fiorayne</COL>,Parler à <COL YEL>Dame Fiorayne</COL>,Parla con <COL YEL>Dama Fiorayne</COL>,Sprich mit <COL YEL>Fiorayne</COL>.,Habla con <COL YEL>Fiorayne</COL>,Поговорить с <COL YEL>рыцарем Фиорайной</COL>,Porozmawiaj z <COL YEL>Panią Fiorayne</COL>,,,Fale com a <COL YEL>Dama Fiorayne</COL>,<COL YEL>왕국 기사 피오레네</COL>와 대화,與<COL YEL>王國騎士菲歐莉尼</COL>交談,与<COL YEL>王国骑士菲奥莱娜</COL>对话,,,,,,,,تحدث إلى <COL YEL>السيدة فيوراين</COL>,,,,,,,,,,,
9cf2c1cb-7a84-4d85-96a7-5552d3287e93,493053166,MR,"""""",,,EV_PRO_MR_002_01_02,←がON,EV_PRO_MR_002_01_98,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr2_01_05,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
2d0eab28-af4b-4d96-a96e-cc6fe6561bd5,704453893,MR,"""""",,,EV_PRO_MR_002_01_03,←がON,EV_PRO_MR_002_02_01,←がOFF,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,,prg_disp_mr2_01_03,"<FONT 13>Ｍ</FONT>★２のセレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","<FONT 13>M</FONT>2★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés <FONT 13>M</FONT>2★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave <FONT 13>M</FONT>2★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der <FONT 13>M</FONT>2★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave <FONT 13>M</FONT>2★
Misiones restantes: <COL YEL>{0}</COL>","<FONT 13>M</FONT> Выполн. ключ. заданий 2★:
осталось <COL YEL>{0}</COL> ","Ukończone <FONT 13>M</FONT>2★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL>",,,"Conclusão de Missão-chave <FONT 13>M</FONT>2★:
<COL YEL>{0} missão(ões)</COL> restando","<FONT 13>Ｍ</FONT>★2 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成<FONT 13>Ｍ</FONT>★2精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成<FONT 13>大师</FONT>★2精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <FONT 13>M</FONT>‏2★:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
58730871-eaec-452f-a955-f12b100a0869,1999318288,MR,"""""",,,EV_PRO_MR_002_01_99,←がON,EV_PRO_MR_002_02_01,←がOFF,"""""","""""","""""","""""","""""","""""",ガレアス_モデル,赤フキダシ,,,prg_disp_mr2_01_04,<COL YEL>提督ガレアス</COL>と話す,Talk to <COL YEL>Admiral Galleus</COL>,Parler à <COL YEL>Amiral Galleus</COL>,Parla con <COL YEL>Ammiraglio Galleus</COL>,Sprich mit <COL YEL>Galleus</COL>.,Habla con <COL YEL>Almirante Galleus</COL>,"Поговорить с <COL YEL>Адмиралом 
Галлеусом</COL>","Porozmawiaj z <COL YEL>Admirałem
Galleusem</COL>",,,Fale com <COL YEL>Almirante Galleus</COL>,<COL YEL>제독 갈레아스</COL>와 대화,與<COL YEL>加雷亞斯提督</COL>交談,与<COL YEL>提督加雷亚斯</COL>对话,,,,,,,,تحدث إلى <COL YEL>الأدميرال جاليوس</COL>,,,,,,,,,,,
2e4b448b-f338-49c0-b2fc-75dd4d6d3fad,3690077894,MR,"""""",,,EV_PRO_MR_002_02_01,←がON,EV_PRO_MR_002_02_02,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr2_02_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
dd40908d-2d9a-4f72-acfa-360e6578f284,3680827047,MR,"""""",,,EV_PRO_MR_002_02_02,←がON,EV_PRO_MR_002_03_01,←がOFF,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN315290,,prg_disp_mr2_02_02,"<COL YEL><FONT 13>Ｍ</FONT>★２緊急クエストをクリア</COL>
{0}","<COL YEL><FONT 13>M</FONT>2★ Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente <FONT 13>M</FONT>2★</COL>
{0}","<COL YEL>Missione urgente <FONT 13>M</FONT>2★:</COL>
{0}","<COL YEL><FONT 13>M</FONT>2★ Dringende Quest:</COL>
{0}","<COL YEL>Misión urgente <FONT 13>M</FONT>2★:</COL>
{0}","<COL YEL><FONT 13>M</FONT> Срочное задание 2★:</COL>
{0}","<COL YEL>Pilne <FONT 13>M</FONT>2★ zadanie:</COL>
{0}",,,"<COL YEL><FONT 13>M</FONT> Missão Urgente 2★:</COL>
{0}","<COL YEL><FONT 13>Ｍ</FONT>★2 긴급 퀘스트를 클리어</COL>
{0}","<COL YEL>完成<FONT 13>Ｍ</FONT>★2的緊急任務</COL>
{0}","<COL YEL>完成<FONT 13>大师</FONT>★2紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة عاجلة <FONT 13>M</FONT>‏2★</COL>
{0}",,,,,,,,,,,
