guid,crc?,<PageAttr>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<TalkAction2>,<>,<TalkAction2Param2>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
bf135172-0bc7-4e95-b2c1-0985d47ffdcc,1832296794,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_000_09,"抜刀して「疾替え」を試してみよう！
<OPT Gunner_RT>＋ <ICON PAD_X>＋<ICON PAD_A>で実行だ！","Draw your weapon, then try a Switch Skill
Swap with <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A>!","Dégaine ton arme puis tente un
Transfert Talent de substitution
avec <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A> !","Estrai l'arma, poi prova un'inversione
delle abilità scambio con <OPT Gunner_RT> + <ICON PAD_X> + <ICON PAD_A>.","Zieh deine Waffe und versuche dann einen
Wechselkunst-Tausch mit <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A>!","¡Desenfunda el arma y prueba a realizar
un intercambio de habilidades pulsando
<OPT Gunner_RT> + <ICON PAD_X> + <ICON PAD_A>!","Достань оружие и смени заместительный
навык, нажав <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A>!","Dobądź broni i użyj zmiany przełączanych
umiejętności, naciskając <OPT Gunner_RT> + <ICON PAD_X> + <ICON PAD_A>!",,,"Saque a arma, aí tente
a Habilidade de Troca
Troque com <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A>","발도해서 「신속 교체」를 시험해 보자!
<OPT Gunner_RT>＋ <ICON PAD_X>＋<ICON PAD_A>로 실행해 봐라!","試著在拔刀後使用「高速更換」吧！
按下<OPT Gunner_RT>＋ <ICON PAD_X>＋<ICON PAD_A>就能使出來囉！","先拔刀，然后试试“迅速切换”吧！
用<OPT Gunner_RT>+ <ICON PAD_X>+<ICON PAD_A>就行！",,,,,,,,"اسحب سلاحك، ثم جرّب
مبادلة مهارة التبديل باستخدام <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A>!",,,,,,,,,,,
d2b0d441-efc6-4606-8aeb-ae858dfbf17f,784529188,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_010_00,"どうしたんだい？
<OPT ZL>＋ <ICON PAD_X>＋<ICON PAD_A>で疾替えだよ！
さあ、試してみてくれ！","C'mon, Ace! What're you waiting for?
Press <OPT ZL>+<ICON PAD_X>+<ICON PAD_A> to do a Switch Skill Swap!","Allez, l'artiste ! T'attends quoi ?
Appuie sur <OPT ZL>+<ICON PAD_X>+<ICON PAD_A> pour faire
un Transfert Talent de substitution !","Dai, <LSNR {campione} {campionessa}>, che aspetti?
Premi <OPT ZL> + <ICON PAD_X> + <ICON PAD_A> per eseguire
un'inversione delle abilità scambio.","Los, Ass! Worauf wartest du?
Drücke <OPT ZL>+<ICON PAD_X>+<ICON PAD_A>, um einen
Wechselkunst-Tausch auszuführen!","¡Venga, hacha! ¿A qué estás esperando?
Pulsa <OPT ZL> + <ICON PAD_X> + <ICON PAD_A> para efectuar un
intercambio de habilidades.","Ну же, ас! Чего ты ждешь?
Нажми <OPT ZL>+<ICON PAD_X>+<ICON PAD_A>,
чтобы сменить заместительный навык!","Dawaj! Na co czekasz? Naciśnij
<OPT ZL> + <ICON PAD_X> + <ICON PAD_A> w celu zmiany
przełączanych umiejętności!",,,"Bora, Craque! Tá esperando o quê?
Pressione <OPT ZL>+<ICON PAD_X>+<ICON PAD_A> para Mudar Hab. de Troca!","왜 그러지?
<OPT ZL>＋ <ICON PAD_X>＋<ICON PAD_A>로 신속 교체다!
자, 시험해 봐라!","怎麼啦？
按下<OPT ZL>＋ <ICON PAD_X>＋<ICON PAD_A>就能進行高速更換囉！
快點試試看吧！","怎么了？
用<OPT ZL>+ <ICON PAD_X>+<ICON PAD_A>来迅速切换！
快试试看吧！",,,,,,,,"هيا أيها البارع! ما الذي تنتظره؟
اضغط على <OPT ZL>+<ICON PAD_X>+<ICON PAD_A> لتنفيذ مبادلة مهارة التبديل!",,,,,,,,,,,
b29ebbf8-4e81-450a-b3b2-e3dc33de72cb,1717361478,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_010_01,"どうしたんだい？
<OPT Gunner_RT>＋ <ICON PAD_X>＋<ICON PAD_A>で疾替えだよ！
さあ、試してみてくれ！","C'mon, Ace! What're you waiting for?
Press <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A> to do a Switch Skill Swap!","Allez, l'artiste ! T'attends quoi ?
Appuie sur <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A> pour faire un
Transfert Talent de substitution !","Dai, <LSNR {campione} {campionessa}>, che aspetti?
Premi <OPT Gunner_RT> + <ICON PAD_X> + <ICON PAD_A> per eseguire
un'inversione delle abilità scambio.","Los, Ass! Worauf wartest du?
Drücke <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A>, um einen
Wechselkunst-Tausch auszuführen!","¡Venga, hacha! ¿A qué estás esperando?
Pulsa <OPT Gunner_RT> + <ICON PAD_X> + <ICON PAD_A> para efectuar un
intercambio de habilidades.","Ну же, ас! Чего ты ждешь?
Нажми <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A>,
чтобы сменить заместительный навык!","Dawaj! Na co czekasz? Naciśnij
<OPT Gunner_RT> + <ICON PAD_X> + <ICON PAD_A> w celu zmiany 
przełączanych umiejętności!",,,"Bora, Craque! Tá esperando o quê?
Pressione <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A> para Mudar Hab. de Troca!","왜 그러지?
<OPT Gunner_RT>＋<ICON PAD_X>＋<ICON PAD_A>로 신속 교체다!
자, 시험해 봐라!","怎麼啦？
按下<OPT Gunner_RT>＋ <ICON PAD_X>＋<ICON PAD_A>就能進行高速更換囉！
快點試試看吧！","怎么了？
用<OPT Gunner_RT>+ <ICON PAD_X>+<ICON PAD_A>来迅速切换！
快试试看吧！",,,,,,,,"هيا أيها البارع! ما الذي تنتظره؟
اضغط <OPT Gunner_RT>+<ICON PAD_X>+<ICON PAD_A> لتنفيذ مبادلة مهارة التبديل!",,,,,,,,,,,
29705faa-5c4e-40c3-afcc-ef6cd6e4a8d8,1109452286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,110,QD_QN335101_nid103_020_00,"入れ替え技はアイテムＢＯＸやテント内の
<COLS RED>入れ替え技管理</COL>から設定できる！","You can set Switch Skills from your Item
Box, or from <COLS RED>Manage Switch Skills</COL> in
your Tent!","Tu peux choisir des Talents de sub
dans ton coffre ou avec l'option
<COLS RED>Talents de substitution</COL> dans ta tente !","Puoi impostare le abilità scambio dalla
tua cassa oggetti o da <COLS RED>Gestisci abilità
scambio</COL> nella tenda.","Du kannst Wechselkünste in deiner Objekt-
truhe festlegen oder über <COLS RED>Wechselkünste
verwalten</COL> in deinem Zelt!","Para obtener habilidades intercambiables,
ve al baúl de objetos o selecciona <COLS RED>gestionar
habilidades intercambiables</COL> en la tienda.","Ты можешь настроить заместительные
навыки через ящик предметов или через
<COLS RED>Управление замест. навыками</COL> в палатке!","Ustawiaj przełączane umiejętności przez
skrzynkę na przedmioty albo <COLS RED>zarządzanie
przełączanymi umiejętnościami</COL> w namiocie!",,,"Você pode configurar Habilidades de Troca
da sua Caixa de Itens ou <COLS RED>Administrar
Habilidades de Troca</COL> na sua Barraca!","교체 기술은 아이템 BOX와 텐트 안의
<COLS RED>교체 기술 관리</COL>에서 설정할 수 있다!","可以在道具箱及帳篷內的<COLS RED>管理交換技</COL>
來設定交換技喔！","替换技可以在道具箱或帐篷内的
<COLS RED>管理替换技</COL>中进行设置！",,,,,,,,"يمكنك تعيين مهارات التبديل من صندوق
العناصر، أو من <COLS RED>إدارة مهارات التبديل</COL> في
خيمتك!",,,,,,,,,,,
69ebe546-3275-46bb-96d3-529dd6ab5a50,307720449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_020_01,"<COLS RED>疾替えの書【朱】と【蒼】に</COL>
入れ替え技をそれぞれ登録しておくんだ！","Register Switch Skill loadouts into
your <COLS RED>Red Scroll and Blue Scroll</COL>!","Ajoute des sets de Talents de
substitution à ton <COLS RED>Parchemin
rouge et ton Parchemin bleu</COL> !","Registra i set di abilità scambio sui
tuoi <COLS RED>rotoli rosso e blu</COL>.","Registriere Wechselkunst-Sets in deiner
<COLS RED>Roten Rolle und Blauen Rolle</COL>!","¡Puedes guardar tus sets de habilidades
intercambiables en los <COLS RED>kakejiku rojo y
azul</COL>!","Регистрируй комплекты заместительных
навыков в <COLS RED>красный Свиток и синий Свиток</COL>!","Przypisuj zestawy przełączanych
umiejętności do <COLS RED>czerwonego zwoju
i niebieskiego zwoju</COL>!",,,"Registrar configurações de
Habilidade de Troca nos seus
<COLS RED>Pergaminho Vermelho e Pergaminho Azul</COL>!","<COLS RED>신속 교체의 서【주】와 【창】에</COL>
각각 교체 기술을 등록해 두는 거다!","先分別把交換技登錄到
<COLS RED>速換之書【朱紅】與【蒼藍】</COL>吧！","分别在<COLS RED>迅速切换之书【朱】和【苍】</COL>上
登记替换技吧！",,,,,,,,"سجل إمدادات مهارة التبديل في
<COLS RED>اللفيفة الحمراء واللفيفة الزرقاء</COL>!",,,,,,,,,,,
a721358f-c0a9-49e3-aa8b-4fbf9dd72367,2580836800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_020_02,"ちなみに狩猟のはじめから使えるのは、
<COLS RED>疾替えの書【朱】で設定した技</COL>になるよ！","By the way, you'll start off a quest with
the <COLS RED>Switch Skill loadout registered to
the Red Scroll</COL>.","D'ailleurs, tu commenceras une quête avec
le <COLS RED>set de Talents de substitution ajouté
au Parchemin rouge</COL>.","A proposito, inizierai una missione con
il <COLS RED>set di abilità scambio registrato
sul rotolo rosso</COL>.","Übrigens, beginnst du eine Quest mit dem
<COLS RED>Wechselkunst-Set, das bei der Roten Rolle</COL>
registriert ist.","Por cierto, empezarás las misiones con
el <COLS RED>set de habilidades intercambiables
que hayas guardado en el kakejiku rojo</COL>.","Кстати, ты начнешь задание с <COLS RED>комплектом
заместительных навыков, зарегистрирован-
ным в красном Свитке</COL>.","Gdy zaczynasz zadanie, twój <COLS RED>zestaw
przełączanych umiejętności jest
przypisany do czerwonego zwoju</COL>.",,,"A propósito, vou iniciar uma missão com
a <COLS RED>configuração de Habilidade de Troca
registrada no Pergaminho Vermelho</COL>.","참고로 사냥을 시작할 때 사용하는 건
<COLS RED>신속 교체의 서【주】로 설정한 기술</COL>이다!","順帶一提，在狩獵開始時可使用的交換技，
是設定於<COLS RED>速換之書【朱紅】</COL>
當中的交換技喔！","另外，狩猎一开始能使用的是
<COLS RED>设置在迅速切换之书【朱】中的技能</COL>！",,,,,,,,"بالمناسبة، ستبدأ المهمة باستخدام
<COLS RED>إمدادات مهارة التبديل المسجلة في
اللفيفة الحمراء</COL>.",,,,,,,,,,,
576417c7-c354-4efc-8285-50f1288b3753,431420304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_020_03,"普段使う技は【朱】に設定して、
特殊な状況で使いたい技は【蒼】に
設定するのがおススメだ！","Set your everyday skills into the Red Scroll,
and throw your favorite skills for a rainy day
into the Blue one!","Choisis tes talents les plus utiles pour
le Parchemin rouge, et pour un peu de
fun, mets tes préférés dans le bleu !","Imposta le abilità standard sul
rotolo rosso e metti le abilità
più eccezionali su quello blu.","Lege deine Alltags-Fähigkeiten in der
Roten Rolle und deine Lieblingsfähigkeiten
für einen Regentag in der Blauen fest!","¡Utiliza el kakejiku rojo para guardar
las habilidades que más uses, y el azul
para tener un as bajo la manga!","Часто используемые навыки подходят для
красного Свитка, а те, что выручают в
трудную минуту — для синего Свитка.","Umieść swoje codzienne umiejętności w
czerwonym zwoju, a ulubione na czarną
godzinę wrzuć do niebieskiego!",,,"Coloque suas habilidades de todos os
dias no Pergaminho Vermelho, e ponha
suas habilidades favoritas no Azul!","자주 쓰는 기술은 【주】에 설정하고
특수한 상황에 사용할 기술은 【창】에
설정하는 걸 추천한다!","我建議將你平時使用的交換技設定於【朱紅】，
想在特殊情況使用的交換技則設定於【蒼藍】！","我建议你把平时常用的技能设置到【朱】，
把特殊情况用的技能设置到【苍】！",,,,,,,,"عيّن مهاراتك اليومية في اللفيفة الحمراء،
وضع مهاراتك المفضلة في اللفيفة الزرقاء
لاستخدامها في الأوقات الحرجة.",,,,,,,,,,,
50fc55b9-cbe5-4019-8c07-3ba77b70a8f7,93519039,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_020_04,"早速テントに行って設定してみるかい？
設定が終わったら俺に話しかけてくれ。","Wanna go set up your Switch Skill loadouts?
Now's your chance. Let me know when you're
ready and rarin' to go!","Tu veux préparer tes sets de Talents de
substitution ? C'est le moment. Fais-moi
signe quand t'es <LSNR {prêt} {prête}> !","Vuoi andare a impostare i tuoi set di
abilità scambio? Ora puoi farlo. Fammi
sapere quando te la senti di partire.","Willst du deine Wechselkunst-Sets
festlegen? Jetzt ist deine Chance. Sag
mir, wenn du bereit bist, loszulegen!","¿Quieres configurar tus sets de
habilidades intercambiables? Adelante.
¡Avísame cuando lo tengas todo listo!","Хочешь настроить комплекты заместитель-
ных навыков? Сейчас самое время.
Дай знать, как все будет готово!","Chcesz ustawić zestawy przełączanych
umiejętności? Daj mi znać, kiedy.",,,"Quer configurar suas Habilidades de
Troca? Agora é a hora.
Me avise quando quiser começar!","바로 텐트에 가서 설정해 보겠느냐?
설정이 끝나면 말해다오.","要立刻去帳篷設定看看嗎？
設定完成後就跟我說一聲吧。","要不要现在就去帐篷设置看看？
你设置完了再来找我吧。",,,,,,,,"هل تريد إعداد إمدادات مهارة التبديل؟
الآن هي فرصتك. أخبرني عندما
تصبح جاهزًا ومتحمسًا للذهاب!",,,,,,,,,,,
99109d1d-a949-4cf3-8bab-450c1a059a28,3768176901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,120,QD_QN335101_nid103_030_00,"ここからは自由時間だ！
下にモンスターを待機させているから、
疾替えをたっぷり練習してくれ！","I'd say it's time to put theory into practice!
Your dance partner's waiting below, so go
down and bust some moves!","Plus qu'à mettre ça en pratique ! Ton
partenaire t'attend en bas, vas-y,
lâche tes coups !","Credo sia giunto il momento di mettere
la teoria in pratica. Scendi a incontrare
chi ti accompagnerà in missione!","Ich würde sagen, es ist Zeit, die Theorie
in die Praxis umzusetzen! Dein Tanzpartner
wartet. Geh nach unten und leg los!","¡Creo que es hora de poner en práctica
lo aprendido! Tu pareja de baile te está
esperando, ¡ve y dale con lo que sabes!","Думаю, пора перейти к практике! Твоя
ждет тебя внизу, так что иди, покажи,
что ты умеешь!","Czas poćwiczyć! Twój partner do
tańca czeka na dole, więc idź
i pokaż, co potrafisz!",,,"Eu diria que é hora de transformar
teoria em prática! Seu parceiro de dança
aguarda, desça e arrase!","지금부터는 자유 시간이다!
아래에 몬스터를 대기시켜 놨으니
신속 교체를 마음껏 연습하도록!","接下來是自由時間！
我已經讓魔物在下面待機了，
盡情地練習如何使用高速更換吧！","接下来是自由时间！我在下面准备了怪物，
你就去好好儿练习迅速切换吧！",,,,,,,,"أعتقد أن الوقت حان لتطبيق النظرية عمليًّا!
شريكك في الرقص ينتظر بالأسفل،
لذا يمكنك الذهاب وتنفيذ بعض الحركات!",,,,,,,,,,,
c6f3f070-f2d1-4be1-98a3-fc99094857d4,3310674113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_030_01,"十分だと思ったら、スタートメニューの
「クエストクリア」から帰還できるからね。","When you've had your fill, you can head
back by selecting Complete Quest from
the Start Menu.","Quand t'en auras assez, tu reviens en
sélectionnant Compléter quête dans
le menu de jeu.","Quando hai fatto il pieno d'azione,
torna indietro selezionando Completa
missione nel menu di gioco.","Wenn du genug hast, kannst du
zurückgehen, indem du im Startmenü
Quest abschließen auswählst.","Cuando te canses de practicar, ve al menú
de inicio y selecciona ""Completar misión""
para acabar.","Когда закончишь, можешь вернуться,
выбрав пункт ""Выполнить задание"" в
начальном меню.","Gdy będziesz mieć dość, wróć, wybierając
ukończenie zadania w menu startowym.",,,"Quando tiver terminado, pode voltar
selecionando Missão Concluída
no Menu Inicial.","충분히 연습했으면 시작 메뉴의
「퀘스트 클리어」로 귀환할 수 있다.","如果你覺得練得差不多了，可以選擇
開始選單當中的「完成任務」返回喔。","你要是练够了，可以用开始菜单的
“完成任务”返回。",,,,,,,,"عندما تنتهي من الأمر،
يمكنك العودة عن طريق تحديد
""إكمال المهمة"" من قائمة البدء.",,,,,,,,,,,
502cb478-86b7-4f96-baf5-35b75d6c8fc6,3351579660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_030_02,"今回教えた疾替えと先駆けの操作方法は、
ハンターノートの<COLS RED>基本操作指南</COL>にも
書いているよ。ぜひ活用してくれ！","The info's also listed in <COLS RED>Basic Controls</COL>
in your Hunter's Notes!","Les informations figurent également
dans <COLS RED>Commandes de base</COL>
de ton Compendium !","L'informazione è elencata anche nei
<COLS RED>Comandi di base</COL> nelle Note di caccia.","Die Info findest du auch unter
<COLS RED>Grundsteuerung</COL> in deinen Jägernotizen!","Esta información también está disponible
en la sección <COLS RED>controles básicos</COL> de tus
notas de cazador.","Информация также указана в разделе
<COLS RED>Основное управление</COL> в охотничьих
записях.","Informacja ta jest też w twoich notatkach
łowcy, w sekcji <COLS RED>Sterowanie podstawowe</COL>!",,,"A informação também está registrada em
<COLS RED>Controles Básicos</COL> nas suas
Anotações de Caçador!","이번에 배운 신속 교체와 돌진 조작 방법은
헌터 노트의 <COLS RED>기본 조작 방법</COL>에도
쓰여 있으니 꼭 활용해 보도록!","這次教你的高速更換及衝鋒的操作方法，
在獵人筆記中的<COLS RED>基本操作指南</COL>也有記載，
記得要善加活用喔！","我这次教你的迅速切换和冲锋的操作方法，
猎人笔记的<COLS RED>基本操作指南</COL>里也写了。
一定要善加利用啊！",,,,,,,,"المعلومات مدرجة أيضًا في <COLS RED>عناصر التحكم الأساسية</COL>
في ملاحظات الصياد!",,,,,,,,,,,
340cb0c1-10f5-412b-8ac1-813eaffc1f0b,333570391,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_030_03,"最後に、俺が考案した新技も
訓練のついでにぜひ試してみてね！","Oh, I added some gnarly new skills!
Check 'em out!","Au fait, j'ai ajouté de nouveaux talents !
Jette un coup d'œil !","E ho aggiunto delle nuove abilità.
Provale pure!","Oh, ich habe neue Fähigkeiten hinzugefügt!
Probier sie aus!","Oh, ¡te he añadido algunas habilidades nuevas!
Son de lo más, ¡échales un vistazo!","А я добавил тебе новых отличных
навыков! Попробуй!","Dodałem nowe superumiejętności!
Wypróbuj je!",,,"Ah, eu adicionei umas habilidades
legais! Olha só!","그리고 내가 고안한 신기술도 
꼭 시험해 보거라!","最後，訓練時也順便試試
我所研發的新招式吧！","最后，训练的时候也别忘了试一下
我设计的新技能！",,,,,,,,"أوه، لقد أضفت بعض المهارات الجديدة الرائعة!
تحقق منها!",,,,,,,,,,,
ae0dccdd-7810-4879-8f53-20f260c4a814,498787867,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN335101_nid103_030_04,"もう訓練は十分かな？
スタートメニューの「クエストクリア」から
帰還できるよ！","I'd say that's enough training, wouldn't
you? Select Complete Quest from the
Start Menu to head on back!","Allez, c'est suffisant, tu crois pas ?
Choisis Compléter quête dans
le menu de jeu pour revenir.","Direi che ci siamo allenati abbastanza,
non credi? Seleziona Completa missione
nel menu di gioco per rientrare.","Ich würde sagen, das ist genug Training,
nicht wahr? Wähle Quest abschließen
im Startmenü, um zurückzugehen!","Ya hemos entrenado bastante, ¿no crees?
Ve al menú de inicio y selecciona
""Completar misión"" para acabar.","По-моему, на сегодня хватит тренировок,
а? Выбери пункт ""Выполнить задание"" в
начальном меню, чтобы вернуться!","Wystarczy chyba treningu, nie?
Wybierz ukończenie zadania w menu
startowym i wracaj!",,,"Eu diria que você já treinou o bastante,
não? Selecione Missão Concluída no
Menu Inicial para voltar!","충분히 훈련했나?
시작 메뉴의 「퀘스트 클리어」로
귀환할 수 있다!","練得差不多了嗎？可以選擇
開始選單當中的「完成任務」返回喔！","你已经练够了？用开始菜单的
“完成任务”就可以返回了！",,,,,,,,"يمكن القول إن هذا التدريب كاف، أليس كذلك؟
حدد ""إكمال المهمة""
من قائمة البدء للعودة!",,,,,,,,,,,
